,parent,text,label
4622,"I 'know' - so sorry!! We only had one bureaucrat for the longest time, and he's been mega-busy IRL. Now, we've a massive three (count 'em) 'crats! Anyways - glad it finally got sorted ) -","No worries, I know there's a lot of wiki's that just don't have the volunteers; I'm just thrilled to have the global account working finally )",0
4623,"Wait a sec - What's wrong with '""...elder son of Charles, Prince of Wales""'?",Or - Diana's first born -,0
4624,"*snicker* - Fjb asks about whether or not a camera-destroying coach should live in infamy here on WP, and now we're discussing the notability of assistant coaches. =P This is why I love this place...","Fjbfour, don't worry, I don't think anyone in this crowd is going to AfD Carl Pellini. He's safe unless we get invaded by some pedantic Euros.",0
4625,"Hi CaribDigita, I been wondering, same like you, where all of MCs pictures are from untill I checked the Advocate, the Nation, the BGIS etc. Almost all of them (if not all) got deleted as copyvio CSD#F That's why I thought I should drop you a line. Again Season's Greetings, Joerg, the x","Oh boy. That is a big no-no. Even if I have to walk I go out and take my own photos! ,-) So are you ready for the holidays?",0
4626,I'm sure one of the accounts will post a link for you.,"I'm getting the impression here that there are some editors who are only concerned with adding negative sources and excluding positive or neutral ones, regardless of scholarship, notability, reliability or national origin.",0
4627,"Ye-es, but if we could have some kind of guidance on what things are usually called by reliable sources, it would help, eg with organising lists.","A Jstor search might help (or similar search of scholarly publications). That way, if an event has multiple names, we could easily determine which one is the most common in scholarly materials.",0
4628,"Cirt, I believe the WP:AE thread can be closed if you will acknowledge that you have been properly warned of the possibility of a discretionary topic ban. The above back-and-forth leaves that unclear in my mind. Thanks,",", if you are re-affirming this warning, then I agree with you.",0
4629,"The point I was making was that 'xmas' is itself a depreciation of Christmas – see xmas – and something of an affront to a Christian, especially when presented in a list. He should have written Christmas. Anyway, point taken about altering his box.","Ah, OK, I get your point too, though I don't think there is generally any offense meant by users of the term ""Xmas"". Anyway, I wish you a peaceful and fulfilling Christmas. Best regards",0
4630,You are talking about 'Honorary' OBEs. He recieved a full OBE as evidenced by his entry in the London Gazette .,"OK, but I wanted to demolish your theory that OBE automatically = British citizen. It does not.",0
4631,"I oppose the category because the terminology is specific to the SPLC and will no doubt cause disruption over dozens of articles. But a list article would be fine, if someone wants to copy over the organizations and provide internal links.","Just to be clear (again), the proposed category would be something like ""Organizations designated as hate groups by the Southern Poverty Law Center,"" so it would be quite clear who was doing the designating.",0
4632,I don't understand how the word 'first' would add to the knowledge of the reader. First what is the first question I would ask on reading it. Does there have to be any explanation for Irish being ahead of Hiberno-English?,"Yes, the languages should be in alphabetical order, 'H' is before 'I'.",0
